"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"5VpB2vIZfXiKhhYbm5xz43SP0s6nOhTqXRfO15THLU=","5VpB2vIZfXiKhhYbm5xz43SP0s6nOhTqXRfO15THLU=","5VpB2vIZfXiKhhYbm5xz43SP0s6nOhTqXRfO15THLU=","Cairo, Egypt","احلامي الجميلة .. سأراكي واقعاً يوماً ما .. بإذن الله 😄❤","","0","0","2018-05-24","en"
"aJKVYhGx6QIgQ6Tnbkl6fyCAjWsCyfFNzvqS+gR7vVg=","aJKVYhGx6QIgQ6Tnbkl6fyCAjWsCyfFNzvqS+gR7vVg=","aJKVYhGx6QIgQ6Tnbkl6fyCAjWsCyfFNzvqS+gR7vVg=","","","","38","90","2018-08-19","en"
"asVEkWhPOdV6AKryyacM7qAmSzjF4JKPtdC6EGanCg=","asVEkWhPOdV6AKryyacM7qAmSzjF4JKPtdC6EGanCg=","asVEkWhPOdV6AKryyacM7qAmSzjF4JKPtdC6EGanCg=","","","","180","257","2018-10-01","en"
"RPBQecUWAzXEkI11+ByN1rtJujepEfQCFM9t5ch4o=","RPBQecUWAzXEkI11+ByN1rtJujepEfQCFM9t5ch4o=","RPBQecUWAzXEkI11+ByN1rtJujepEfQCFM9t5ch4o=","Yemen","اعشق تراب اليمن واكره كل عدو كاره له , اللهم السلام لوطني","","89","205","2018-12-04","en"
"oMnOlc3rIjDKHO0vp02Pzr+aS6ESL3zwZIsUadACbA=","oMnOlc3rIjDKHO0vp02Pzr+aS6ESL3zwZIsUadACbA=","oMnOlc3rIjDKHO0vp02Pzr+aS6ESL3zwZIsUadACbA=","United K","I used to live in Saudi Arabia and in UAE from 1998 to 2015. I am a human rights activist and a traveler. I worked and still work as a tour guide.","","318","1367","2017-09-12","en"
"E42z9r1RphOZRdDnVlfoZHwePZWmm8ZaOsNM4LurJ0=","E42z9r1RphOZRdDnVlfoZHwePZWmm8ZaOsNM4LurJ0=","E42z9r1RphOZRdDnVlfoZHwePZWmm8ZaOsNM4LurJ0=","","","","246","565","2018-07-05","ar"
"Qf29kiZpjy9sC57adpSOecJGHSyMET5BGAIQXfvz1qQ=","Qf29kiZpjy9sC57adpSOecJGHSyMET5BGAIQXfvz1qQ=","Qf29kiZpjy9sC57adpSOecJGHSyMET5BGAIQXfvz1qQ=","","‏الهروب هو السبب الوحيد في الفشل لذا فانك تفشل طالما لم تتوقف عن المحاولة 😉","","33","120","2018-12-04","en"
"+W2PbtTQva4CCBgcwFqn8oHHlpdO2Wvwzl6XaLyzxCE=","+W2PbtTQva4CCBgcwFqn8oHHlpdO2Wvwzl6XaLyzxCE=","+W2PbtTQva4CCBgcwFqn8oHHlpdO2Wvwzl6XaLyzxCE=","","اليمن ارض العزة والكرامة 🙏🏼","","125","262","2019-01-15","en"
"dntHSLDi37JNA4x8YA997WitTp2AMCWECD49uKJxMkQ=","dntHSLDi37JNA4x8YA997WitTp2AMCWECD49uKJxMkQ=","dntHSLDi37JNA4x8YA997WitTp2AMCWECD49uKJxMkQ=","","","","0","0","2019-02-06","en"
"ASzBhrEnUSTbdSwB4E+WDumQ+aaBC0MqOH439jJxAK4=","ASzBhrEnUSTbdSwB4E+WDumQ+aaBC0MqOH439jJxAK4=","ASzBhrEnUSTbdSwB4E+WDumQ+aaBC0MqOH439jJxAK4=","Michigan, USA","I have done interior design jobs all over the world between 1975 and 1995. My interest is in world politics and economy.","","241","1061","2017-09-12","en"
"xuN5LDkob8QPHyXpO8maDuAdhdxqSV4k5Th929Pr3o=","xuN5LDkob8QPHyXpO8maDuAdhdxqSV4k5Th929Pr3o=","xuN5LDkob8QPHyXpO8maDuAdhdxqSV4k5Th929Pr3o=","Israel","‏כשהשמש זורחת , אתה זורח איתה , או זורע חיטה? ☺☺","","184","677","2018-05-24","en"
"Xrfw3hISGYN8trUKaCFlL0kNs9FwVAEU8oXMTm3pWCI=","Xrfw3hISGYN8trUKaCFlL0kNs9FwVAEU8oXMTm3pWCI=","Xrfw3hISGYN8trUKaCFlL0kNs9FwVAEU8oXMTm3pWCI=","Bahia, Brazil","Esse perfil claramente morre de saudades do Orkut.
🙃🙂","https://t.co/94mih0y1Wz","225","771","2018-05-26","en"
"gQcBfH43S+OqkVYqYFcQO1cP6cPdAiYfplGWaV1BsL0=","gQcBfH43S+OqkVYqYFcQO1cP6cPdAiYfplGWaV1BsL0=","gQcBfH43S+OqkVYqYFcQO1cP6cPdAiYfplGWaV1BsL0=","","","","0","0","2018-07-22","en"
"JPPe4glomZLzvcBV3rLdZjnMuTI5rtfG8gXdaHH9zXc=","JPPe4glomZLzvcBV3rLdZjnMuTI5rtfG8gXdaHH9zXc=","JPPe4glomZLzvcBV3rLdZjnMuTI5rtfG8gXdaHH9zXc=","Lipetsk, Russia","Я русская 😍","","120","325","2018-08-21","en"
"s4r5oqXzg7Q9CVePS+4nWWkoLsSXAsPOv82hy7CW60=","s4r5oqXzg7Q9CVePS+4nWWkoLsSXAsPOv82hy7CW60=","s4r5oqXzg7Q9CVePS+4nWWkoLsSXAsPOv82hy7CW60=","","","","164","339","2018-08-23","en"
"YG42oLJwd9Oh+Vu863zLjXcO9iOJJUHfD5fgZ7C+YzA=","YG42oLJwd9Oh+Vu863zLjXcO9iOJJUHfD5fgZ7C+YzA=","YG42oLJwd9Oh+Vu863zLjXcO9iOJJUHfD5fgZ7C+YzA=","Yemen","‏يمني و كبريائي يرفض الذل و التبعية 🇾🇾🇪💪✌","","40","62","2018-09-16","en"
"MikFCVEUbaUTe4F+vtUnsgXZL1dmwXbobK+sYsxgSg=","MikFCVEUbaUTe4F+vtUnsgXZL1dmwXbobK+sYsxgSg=","MikFCVEUbaUTe4F+vtUnsgXZL1dmwXbobK+sYsxgSg=","Malaysia","Studies arts 🎨 loves adventures … Hope to visit the whole world. 🇲🇾🇲🇾","","98","410","2018-09-26","en"
"awvhq+jMOOPflyL37HaMiZ+LAqTuhBZUSjVHASOHGo=","awvhq+jMOOPflyL37HaMiZ+LAqTuhBZUSjVHASOHGo=","awvhq+jMOOPflyL37HaMiZ+LAqTuhBZUSjVHASOHGo=","Dubai, United Arab Emirates","اليوم أنا الشخص الذي كنت أنتقد كل تصرّفاته و أفكاره قبل سنة و لا أعلم من أنا في المستقبل متناقض احياناً و لست منافقاً ابداً ✋🇦🇪","","269","578","2018-12-04","en"
"1JazkivuVyr6UmbkFNJJuZoslcDbXHMRUi1unTjsvw=","1JazkivuVyr6UmbkFNJJuZoslcDbXHMRUi1unTjsvw=","1JazkivuVyr6UmbkFNJJuZoslcDbXHMRUi1unTjsvw=","Sudan","الفرصة الحقيقية هي التي تغتنمها، لا التي تتصورها ممكنة حسب.","","531","356","2018-12-06","en"
"n7lOUnkALUV5ldWIvR0vOdkazgEsS5+tWSq61x6a8yA=","n7lOUnkALUV5ldWIvR0vOdkazgEsS5+tWSq61x6a8yA=","n7lOUnkALUV5ldWIvR0vOdkazgEsS5+tWSq61x6a8yA=","","Real men stay faithful 😇 #Politics #History","","95","214","2018-12-06","en"
"xevneLpYpa7BoHxMULOVqAXI5wXLLhFALS94mdR70=","xevneLpYpa7BoHxMULOVqAXI5wXLLhFALS94mdR70=","xevneLpYpa7BoHxMULOVqAXI5wXLLhFALS94mdR70=","Israel","‏‏‏‏‏בכל דבר יש יופי😍, אבל לא כל אחד יכול לראות זאת 🤗
I follow back 😉","","144","449","2018-12-24","en"
"m05gvhzIeWREqKZqhYnNYSlgA6ToIavrC3q8Ro+izr4=","m05gvhzIeWREqKZqhYnNYSlgA6ToIavrC3q8Ro+izr4=","m05gvhzIeWREqKZqhYnNYSlgA6ToIavrC3q8Ro+izr4=","","Il mare era troppo salato da affrontare e noi troppo graffiati. 
🥳🤯","","24","90","2019-01-31","it"
"NRnvLlZFQYQHrJLtBzmEDlSq6mYpRnkmmPSshp8jsfY=","NRnvLlZFQYQHrJLtBzmEDlSq6mYpRnkmmPSshp8jsfY=","NRnvLlZFQYQHrJLtBzmEDlSq6mYpRnkmmPSshp8jsfY=","","","","0","0","2019-02-06","en"
"LW6xhqwio42f1mRrZJF+yabUMSayH0LIpvvmXf7Bjec=","LW6xhqwio42f1mRrZJF+yabUMSayH0LIpvvmXf7Bjec=","LW6xhqwio42f1mRrZJF+yabUMSayH0LIpvvmXf7Bjec=","","","","27","38","2018-08-26","en"
"dUJx8nfy1290PljmzfmrywwmFJIjM3BLitlVAfho5k=","dUJx8nfy1290PljmzfmrywwmFJIjM3BLitlVAfho5k=","dUJx8nfy1290PljmzfmrywwmFJIjM3BLitlVAfho5k=","","","","0","0","2018-08-31","en"
"ETLdbGOppoZUWU4YupOTRAgBPJgYs0dcBcWFCKqPp+A=","ETLdbGOppoZUWU4YupOTRAgBPJgYs0dcBcWFCKqPp+A=","ETLdbGOppoZUWU4YupOTRAgBPJgYs0dcBcWFCKqPp+A=","تهران","🦋در سقوط هم می توان سهمگین،باشکوه،با صلابت و #زیبا بود  این را آبشار به #من آموخت…🦋🇮🇷   #ایرانی","","398","832","2018-09-05","en"
"SEk2dVJY+J5RLmyI6HppF8Ox5AKYXsbNkVbs1y3pf0=","SEk2dVJY+J5RLmyI6HppF8Ox5AKYXsbNkVbs1y3pf0=","SEk2dVJY+J5RLmyI6HppF8Ox5AKYXsbNkVbs1y3pf0=","Malaysia","Don't lower your head. You have right to be happy","","5","94","2018-12-03","en"
"q1LxsiSs+GZupG6bb2PKE22ywp1ZriE0ZE78skCqp6E=","q1LxsiSs+GZupG6bb2PKE22ywp1ZriE0ZE78skCqp6E=","q1LxsiSs+GZupG6bb2PKE22ywp1ZriE0ZE78skCqp6E=","Tunisia","I am what I am/ soccer freak/ Arsenel","","422","966","2018-12-04","en"
"kz2jyOlUm2yQVtggxH9Pcl6BCuQQcpptKwzCTh7+nQI=","kz2jyOlUm2yQVtggxH9Pcl6BCuQQcpptKwzCTh7+nQI=","kz2jyOlUm2yQVtggxH9Pcl6BCuQQcpptKwzCTh7+nQI=","Qatar","Rediscover the lifestyle in Qatar like no other ;)","https://t.co/d1C7SbMMwX","634","1286","2018-12-05","en"
"JzYTB+OWgAzQS3mB97B86zMZnulTFs7Ak8VeBCXohU=","JzYTB+OWgAzQS3mB97B86zMZnulTFs7Ak8VeBCXohU=","JzYTB+OWgAzQS3mB97B86zMZnulTFs7Ak8VeBCXohU=","","","","17","55","2019-01-16","en"
"68Fj97hHOKN94mrfZ7QtjPPqwL2AcdIgW4qmCDCpTo=","68Fj97hHOKN94mrfZ7QtjPPqwL2AcdIgW4qmCDCpTo=","68Fj97hHOKN94mrfZ7QtjPPqwL2AcdIgW4qmCDCpTo=","","#Hard_work never #killed anyone 💪🏽💪🏽","","8","32","2019-01-18","en"
"iEx02+FfS2XQPfLCibhq1U7+ROG8RNN2e1E9fnMGlk=","iEx02+FfS2XQPfLCibhq1U7+ROG8RNN2e1E9fnMGlk=","iEx02+FfS2XQPfLCibhq1U7+ROG8RNN2e1E9fnMGlk=","Kingdom of Saudi Arabia","الدين ثم الوطن ثم #الهلال","","4","24","2019-02-03","en"
"NG4LWupiFg4z9SN+nifk1v+CluFfvml9aa1fBxTUSQ=","NG4LWupiFg4z9SN+nifk1v+CluFfvml9aa1fBxTUSQ=","NG4LWupiFg4z9SN+nifk1v+CluFfvml9aa1fBxTUSQ=","Soumalia","photographing is my passion 📸Cooking is my hoppy 🍒Accounting  is my study ✏️Somalia is my Home ❤️ Aries ♈️","","402","1335","2018-01-04","en"
"74qvrh7uSSyDqkQ8GviCPdGKLpKyEYGwex18Bf8uRoA=","74qvrh7uSSyDqkQ8GviCPdGKLpKyEYGwex18Bf8uRoA=","74qvrh7uSSyDqkQ8GviCPdGKLpKyEYGwex18Bf8uRoA=","","do not judge me before u know me, but just to inform u, you won’t like me   🤣🤣 🤣","","175","274","2018-12-03","en"
"p8rR71jot7SDKJw+QV5+voQJmYJOsCrfpB+4GFaU8=","p8rR71jot7SDKJw+QV5+voQJmYJOsCrfpB+4GFaU8=","p8rR71jot7SDKJw+QV5+voQJmYJOsCrfpB+4GFaU8=","Sudan","الله دائما معنا 👍🇸🇩❤️😍.","","534","584","2018-12-06","en"
"JHXH1fA9nCS1AIEo8YeyP9O8rnJm2BjF+d+Kll9Wcc=","JHXH1fA9nCS1AIEo8YeyP9O8rnJm2BjF+d+Kll9Wcc=","JHXH1fA9nCS1AIEo8YeyP9O8rnJm2BjF+d+Kll9Wcc=","","Keeping the future alive","","55","492","2018-06-12","en"
"8ynprTDyBSoqbm6UQ6jKGItDEI8S1ROVZmeQ2LffuXo=","8ynprTDyBSoqbm6UQ6jKGItDEI8S1ROVZmeQ2LffuXo=","8ynprTDyBSoqbm6UQ6jKGItDEI8S1ROVZmeQ2LffuXo=","","","","172","538","2018-07-03","ar"
"xsi6fCIGHgScbWomoaNNsryHgAbWxIzacxU8RYKDt4=","xsi6fCIGHgScbWomoaNNsryHgAbWxIzacxU8RYKDt4=","xsi6fCIGHgScbWomoaNNsryHgAbWxIzacxU8RYKDt4=","Sudan","حنطية كأغاني الليل القديمة سمراء من لسعة الليل ❤️😍","","621","993","2018-12-06","en"
"gZ42sx7QFqmrQWSSOdP0wBY33euVbIByEEYdXmiDTw=","gZ42sx7QFqmrQWSSOdP0wBY33euVbIByEEYdXmiDTw=","gZ42sx7QFqmrQWSSOdP0wBY33euVbIByEEYdXmiDTw=","","","","0","0","2019-02-06","en"
"8yMWJumKDi2P8HJnhwpkrIUDhDPDgE1kA+8L9hAAtIg=","8yMWJumKDi2P8HJnhwpkrIUDhDPDgE1kA+8L9hAAtIg=","8yMWJumKDi2P8HJnhwpkrIUDhDPDgE1kA+8L9hAAtIg=","السعوديه","لا إله إلا انت انى كنت من الظالمين","","44","81","2018-08-26","ar"
"M5inI9Q9dnh0WOCTvM9S60PjCMNexsnllc4OnZBw394=","M5inI9Q9dnh0WOCTvM9S60PjCMNexsnllc4OnZBw394=","M5inI9Q9dnh0WOCTvM9S60PjCMNexsnllc4OnZBw394=","usa","An American Political researcher, Specialized in middle east affairs.","","50","156","2018-09-05","en"
"IYy99t5kRX+DWmDl+uapf6k3JgWfeT2ittcgcjWAHb4=","IYy99t5kRX+DWmDl+uapf6k3JgWfeT2ittcgcjWAHb4=","IYy99t5kRX+DWmDl+uapf6k3JgWfeT2ittcgcjWAHb4=","Yemen","يمني و افتخر 🇾🇪🇾🇪❤️","","0","50","2018-09-15","en"
"OVeYeZGrqwlFXAEWfejfxPw9OdJVvBI512Qv3T3xblA=","OVeYeZGrqwlFXAEWfejfxPw9OdJVvBI512Qv3T3xblA=","OVeYeZGrqwlFXAEWfejfxPw9OdJVvBI512Qv3T3xblA=","Somalia","I’m so much cooler online. Aren’t we all? 😎","","18","57","2018-11-05","en"
"HpnhDj82uAMHAtZ6jp6x5vBXoRkuHWg7bdc+23srjA=","HpnhDj82uAMHAtZ6jp6x5vBXoRkuHWg7bdc+23srjA=","HpnhDj82uAMHAtZ6jp6x5vBXoRkuHWg7bdc+23srjA=","Israel","מציגים כל כל הדברים 😉 #חברה, #פוליטיקה, #הומור 😂😂 #עיתונאות  #כל דבר #חדש 🌎🌍🌏 #מקומות #יפות בארץ 🇮🇱❤️ו אחרות😍","","284","789","2018-08-25","en"
"IQgPCBIc0qHNRSfiDv10+wEvzhTbY5cUqS8M8XMEfLQ=","IQgPCBIc0qHNRSfiDv10+wEvzhTbY5cUqS8M8XMEfLQ=","IQgPCBIc0qHNRSfiDv10+wEvzhTbY5cUqS8M8XMEfLQ=","","","","85","140","2018-11-22","en"
"LMPA2eshPQx3wdS4BEF8MUKLYXPyNVdj1BwwMCWx6E=","LMPA2eshPQx3wdS4BEF8MUKLYXPyNVdj1BwwMCWx6E=","LMPA2eshPQx3wdS4BEF8MUKLYXPyNVdj1BwwMCWx6E=","","","","0","0","2018-12-12","en"
"rgY3WlWPOYmnnoChzgHDzuvOcruFjd9E2CGmd0aD6Q=","rgY3WlWPOYmnnoChzgHDzuvOcruFjd9E2CGmd0aD6Q=","rgY3WlWPOYmnnoChzgHDzuvOcruFjd9E2CGmd0aD6Q=","","","","117","137","2018-09-04","en"
"opdxqYtViHEY7a6bBFNd91n0PZDqsa5qslkH5skOM=","opdxqYtViHEY7a6bBFNd91n0PZDqsa5qslkH5skOM=","opdxqYtViHEY7a6bBFNd91n0PZDqsa5qslkH5skOM=","","","","265","394","2018-09-07","en"
"+almNM1iRE2k1Ycjke7CmH5Mae2HXKanaKvDy6L9e9Y=","+almNM1iRE2k1Ycjke7CmH5Mae2HXKanaKvDy6L9e9Y=","+almNM1iRE2k1Ycjke7CmH5Mae2HXKanaKvDy6L9e9Y=","","","","0","0","2018-11-13","en"
"hBcLhcvqqDQcnx+a3HJufOXwPROjt0ab3Nj1QUlCSHM=","hBcLhcvqqDQcnx+a3HJufOXwPROjt0ab3Nj1QUlCSHM=","hBcLhcvqqDQcnx+a3HJufOXwPROjt0ab3Nj1QUlCSHM=","","","","0","0","2018-12-06","en"
"2yILCv1UeEna0GwuwIF1c5Yr9Xdu4HzfWMU6tH4EVVI=","2yILCv1UeEna0GwuwIF1c5Yr9Xdu4HzfWMU6tH4EVVI=","2yILCv1UeEna0GwuwIF1c5Yr9Xdu4HzfWMU6tH4EVVI=","","Always make a total effort, even when the odds are against you 👍","","2","49","2018-12-08","en"
"NJKGqC0JKv2+uqEkvKwH8U1q9nGVl5vBn7pH0RRfA=","NJKGqC0JKv2+uqEkvKwH8U1q9nGVl5vBn7pH0RRfA=","NJKGqC0JKv2+uqEkvKwH8U1q9nGVl5vBn7pH0RRfA=","","Tomorrow's always gonna be better than yesterday. You got a lot of chances","","18","120","2019-01-20","en"
"I8SWoUxnQsPY42FE1+0SZ4S3QtwHgpy9sHqTYp6OqEc=","I8SWoUxnQsPY42FE1+0SZ4S3QtwHgpy9sHqTYp6OqEc=","I8SWoUxnQsPY42FE1+0SZ4S3QtwHgpy9sHqTYp6OqEc=","Malaysia","I treat others how i want to be treated.💪","","6","55","2019-02-02","en"
"CGXUaE+8iKyKo8YB80o9zWyycej7ixsZI0ByLt7HGsg=","CGXUaE+8iKyKo8YB80o9zWyycej7ixsZI0ByLt7HGsg=","CGXUaE+8iKyKo8YB80o9zWyycej7ixsZI0ByLt7HGsg=","Yemen","‏كيف تكون الحياة إذا لم نكن نملك الجرأة على المحاولة.. 🇾🇪","","171","249","2018-09-16","en"
"trCJq0+mv48R94wznOAqSh4vNAsEz5EX7QKY+k2byvg=","trCJq0+mv48R94wznOAqSh4vNAsEz5EX7QKY+k2byvg=","trCJq0+mv48R94wznOAqSh4vNAsEz5EX7QKY+k2byvg=","","أنت الهوى، وأنت الهنا وأغلى البشر 💛💛","","65","119","2018-12-04","en"
"OYaU4kKO9zCcG2y+u4NY+db+UEKXalItWJt6WoSvp8=","OYaU4kKO9zCcG2y+u4NY+db+UEKXalItWJt6WoSvp8=","OYaU4kKO9zCcG2y+u4NY+db+UEKXalItWJt6WoSvp8=","United Arab Emirates","مانحبّ نخسر احد بس اللي يدور الزّله نساعده 🇦🇪❤️😍","","17","50","2019-02-05","en"
"fpvQ3Sx2W6whv1JZ6+Hu7c3LPQz9QjEotpNLtRKkgw=","fpvQ3Sx2W6whv1JZ6+Hu7c3LPQz9QjEotpNLtRKkgw=","fpvQ3Sx2W6whv1JZ6+Hu7c3LPQz9QjEotpNLtRKkgw=","Israel","יש 2 דברים שהם בלתי מוגבלים: היקום והטיפשות האנושית; ואני לא בטוח לגבי היקום🤪","","16","138","2018-11-06","en"
"ZpSXi75oK8r8FUCwknQAFJYVywjXPE3jgtv4b0z0twk=","ZpSXi75oK8r8FUCwknQAFJYVywjXPE3jgtv4b0z0twk=","ZpSXi75oK8r8FUCwknQAFJYVywjXPE3jgtv4b0z0twk=","Qatar","‏كلب حي خير من أسد ميت","","61","277","2018-12-23","en"
"HYaZ13z6bHMto7yMdVTjwkidQBZwJp1+Wwh9Rry5wio=","HYaZ13z6bHMto7yMdVTjwkidQBZwJp1+Wwh9Rry5wio=","HYaZ13z6bHMto7yMdVTjwkidQBZwJp1+Wwh9Rry5wio=","","معجزه یعنی چشات 😻","","8","16","2019-01-15","en"
"MZ1CwON5a2U+FUMfGY5A5RwgHlQmNAzaDsPsu1iHYo=","MZ1CwON5a2U+FUMfGY5A5RwgHlQmNAzaDsPsu1iHYo=","MZ1CwON5a2U+FUMfGY5A5RwgHlQmNAzaDsPsu1iHYo=","United Arab Emirates","‏ويبقى كبريائيَ يغلب على شوقيَ دآئماً 👌👊🦁","","2","50","2019-02-05","en"
"4vwc5i6NwP1VuwmmXwNl5MYasixg8jxO6alTGIZBLU=","4vwc5i6NwP1VuwmmXwNl5MYasixg8jxO6alTGIZBLU=","4vwc5i6NwP1VuwmmXwNl5MYasixg8jxO6alTGIZBLU=","","","","5","91","2016-06-17","ar"
"v25ZTIrfBH4zTcHZTQ2w0GGkBe3k97AH9nZK6Sge1Y=","v25ZTIrfBH4zTcHZTQ2w0GGkBe3k97AH9nZK6Sge1Y=","v25ZTIrfBH4zTcHZTQ2w0GGkBe3k97AH9nZK6Sge1Y=","France","Je suis née aux EAU et je vis actuellement en France 🇫🇷 🇦🇪","","125","240","2018-12-03","en"
"nysbNBSrGZb+JEbE9CMYtMpezNiHVnspfLa1K9UM0=","nysbNBSrGZb+JEbE9CMYtMpezNiHVnspfLa1K9UM0=","nysbNBSrGZb+JEbE9CMYtMpezNiHVnspfLa1K9UM0=","Yemen","يمني الي الابد","","173","427","2018-12-04","en"
"afFtivCHpvfmDn55NrCLwD1zf2MIwQdWra5yGZyOjZk=","afFtivCHpvfmDn55NrCLwD1zf2MIwQdWra5yGZyOjZk=","afFtivCHpvfmDn55NrCLwD1zf2MIwQdWra5yGZyOjZk=","Brazil","Torcedor do Vasco. 20 anos, gosto de uma praia e de um bom reggae no fim de semana.","","2264","1353","2018-03-12","en"
"IQU6NlkrjyDPMl9XN5uiBejw7071t7AcfWKDesN07j0=","IQU6NlkrjyDPMl9XN5uiBejw7071t7AcfWKDesN07j0=","IQU6NlkrjyDPMl9XN5uiBejw7071t7AcfWKDesN07j0=","","","","0","0","2018-11-13","en"
"gCvZ+S++S8QNZnF7rfnaBqfNNj6b02x1MbT022hQuuY=","gCvZ+S++S8QNZnF7rfnaBqfNNj6b02x1MbT022hQuuY=","gCvZ+S++S8QNZnF7rfnaBqfNNj6b02x1MbT022hQuuY=","Yemen",".الحزن لا يغير من الواقع شيئاً لكن الإبتسامة تفتح واقعاً جديداً 👨‍🔬👽","","5","13","2018-12-05","en"
"X0+xO0XqgqHorAT2AqgKo7NBV1KUxY6WijdWWNCMfw=","X0+xO0XqgqHorAT2AqgKo7NBV1KUxY6WijdWWNCMfw=","X0+xO0XqgqHorAT2AqgKo7NBV1KUxY6WijdWWNCMfw=","","","","0","51","2018-06-19","en"
"oskhP386yQgQGO6iR6aTAe4IfPHT4iiF5GK4tjCRo=","oskhP386yQgQGO6iR6aTAe4IfPHT4iiF5GK4tjCRo=","oskhP386yQgQGO6iR6aTAe4IfPHT4iiF5GK4tjCRo=","Egypt","General News Politicians General Entertainment Journalists World News Beauty Soccer News TV Politics Theater Movies","","85","216","2018-08-30","en"
"Lf5m+pAePZ0pzdNlQyaZF08OJSB2Bl9WCrDKz8WLug4=","Lf5m+pAePZ0pzdNlQyaZF08OJSB2Bl9WCrDKz8WLug4=","Lf5m+pAePZ0pzdNlQyaZF08OJSB2Bl9WCrDKz8WLug4=","","","","0","0","2018-11-13","en"
"FCKs3ahgB3nfj2loOQHCqEY6dSFVv7u+PONo1TUMzP4=","FCKs3ahgB3nfj2loOQHCqEY6dSFVv7u+PONo1TUMzP4=","FCKs3ahgB3nfj2loOQHCqEY6dSFVv7u+PONo1TUMzP4=","France","Une Emiratie qui vit en France| J'essaye de remplir ma vie avec tout ce que j'aime et abandonner tout ce que la société impose sur moi.","","102","194","2018-12-03","en"
"CSnIsrSPfFIDDCY2wXe4s+FcJ8TwZYE4eUPTNLmN6Q=","CSnIsrSPfFIDDCY2wXe4s+FcJ8TwZYE4eUPTNLmN6Q=","CSnIsrSPfFIDDCY2wXe4s+FcJ8TwZYE4eUPTNLmN6Q=","Yemen","مع مرور الوقت ستدرك ان البعض لا يستحق كل ذلك الاهتمام الذي توليه لهم , ثم ستدرك ان الأشخاص الذين يستحقون كل الإهتمام قد هجرتهم منذ البداية #اليمن #صنعاء","","49","175","2018-12-05","en"
"GRemy660vSfKGgIrMcQCUNial4KXy52Kok5nFEJtTbY=","GRemy660vSfKGgIrMcQCUNial4KXy52Kok5nFEJtTbY=","GRemy660vSfKGgIrMcQCUNial4KXy52Kok5nFEJtTbY=","","🇦🇪كل اللي بيصير من الله خير 🇦🇪","","59","65","2019-01-20","en"
"6CijkfTCrno92PuZo1u7SjaSt1qwGvV9ISoLgEMfU7M=","6CijkfTCrno92PuZo1u7SjaSt1qwGvV9ISoLgEMfU7M=","6CijkfTCrno92PuZo1u7SjaSt1qwGvV9ISoLgEMfU7M=","Incheon, Republic of Korea","칭찬은 고래도 춤추게 한다.","","23","144","2019-02-03","en"
"mJHE7caeC4Y7fKj6lFXh3BklVMwJtnLbzXzkbP3GQCQ=","mJHE7caeC4Y7fKj6lFXh3BklVMwJtnLbzXzkbP3GQCQ=","mJHE7caeC4Y7fKj6lFXh3BklVMwJtnLbzXzkbP3GQCQ=","الاسكندريه ","‏أنا ونفسي وكفى","","67","97","2018-08-19","ar"
"XuRm08pbmxs+dolUpJN5wSfabb6tZ1OYAscDQrBAnSE=","XuRm08pbmxs+dolUpJN5wSfabb6tZ1OYAscDQrBAnSE=","XuRm08pbmxs+dolUpJN5wSfabb6tZ1OYAscDQrBAnSE=","","Me gusta la fotografía 📷 la meditación 🙇‍♀ soñar despierta 💭 el aroma del café ☕ y los días lluviosos  ☔","","152","147","2018-12-04","en"
"MMv3zdabsM1OOks4h8uuypQxt8SkzBdjnaCDDILZAY0=","MMv3zdabsM1OOks4h8uuypQxt8SkzBdjnaCDDILZAY0=","MMv3zdabsM1OOks4h8uuypQxt8SkzBdjnaCDDILZAY0=","","Greatness lies not in being strong, but in the right using of strength 💪","","5","34","2018-12-08","en"
"L7SrznavJXtbXiCSHPSC+N3I8V6hUM2WLOBpNmdc=","L7SrznavJXtbXiCSHPSC+N3I8V6hUM2WLOBpNmdc=","L7SrznavJXtbXiCSHPSC+N3I8V6hUM2WLOBpNmdc=","Touarga, Royaume du Maroc","تكلم عني مثلما شئت لعلك تخفف من ذنوبي😶😶","","49","156","2018-12-16","en"
"uUyHswolJJ46iL0trvynpUyVwJDgjrrqYimhttclV24=","uUyHswolJJ46iL0trvynpUyVwJDgjrrqYimhttclV24=","uUyHswolJJ46iL0trvynpUyVwJDgjrrqYimhttclV24=","","خانه دوست کجاست؟!","","1","32","2019-01-15","en"
"xgBj6dh6jpAQ1m3oKFwZqoayf2lj7BBU3Hl+tRN4qg=","xgBj6dh6jpAQ1m3oKFwZqoayf2lj7BBU3Hl+tRN4qg=","xgBj6dh6jpAQ1m3oKFwZqoayf2lj7BBU3Hl+tRN4qg=","Japan","笑う門には福来たる　#紅葉🍁","","174","504","2019-01-23","en"
"dyfLKHeAtNd1teexyJNxlBI4EVp499tJDrQ0rQhOzcg=","dyfLKHeAtNd1teexyJNxlBI4EVp499tJDrQ0rQhOzcg=","dyfLKHeAtNd1teexyJNxlBI4EVp499tJDrQ0rQhOzcg=","","","","0","1","2018-11-12","en"
